facility_id,facility_name,city,zip,inspection_date,n_violations,n_critical,n_categories,has_temperature,has_handwashing,has_pests,has_sourcing,has_permit,prior_visits,prior_viol_sum,prior_crit_sum,prior_viol_avg,days_since_last,month,dow,is_summer,tmax,tmin,tavg,prcp,target_critical
FA0003425,POND DELI,RONKONKOMA,11779.0,2025-10-22 14:01:00,13,7,5,1,1,0,0,1,2,37,19,18.5,602.0,10,2,0,,,,,0
FA0003426,ALBERT'S PIZZA,COPIAGUE,11726.0,2024-11-25 16:42:00,8,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,11,0,0,53.0,32.0,42.5,0.0,0
FA0003427,DOMINO'S PIZZA,EAST ISLIP,11730.0,2024-02-01 20:13:00,9,3,4,0,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,45.0,32.0,38.5,0.0,0
FA0003427,DOMINO'S PIZZA,EAST ISLIP,11730.0,2025-01-07 15:17:00,6,3,4,0,1,0,0,1,1,9,3,9.0,340.0,1,1,0,,,,,0
FA0003428,CAFE GIO,WEST BABYLON,11704.0,2024-02-28 20:25:00,11,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,2,0,53.0,42.0,47.5,0.4,0
FA0003428,CAFE GIO,WEST BABYLON,11704.0,2025-03-21 19:43:00,14,10,5,1,1,0,0,1,1,11,9,11.0,386.0,3,4,0,,,,,0
FA0003429,STUFF-A-BAGEL,SMITHTOWN,11787.0,2024-03-22 14:02:00,12,9,4,1,0,0,0,1,0,0,0,0.0,-1.0,3,4,0,41.0,22.0,31.5,0.0,0
FA0003430,GRACIA'S TAQUERIA & MORE,COMMACK,11725.0,2025-06-13 20:46:00,10,3,4,1,0,0,0,1,0,0,0,0.0,-1.0,6,4,1,,,,,0
FA0003432,LA CASA PIZZA-PASTA WATER CAFE,NORTHPORT,11768.0,2024-06-24 19:49:00,13,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,6,0,1,84.0,69.0,76.5,0.0,0
FA0003432,LA CASA PIZZA-PASTA WATER CAFE,NORTHPORT,11768.0,2025-08-12 19:42:00,18,11,5,1,1,0,0,1,1,13,8,13.0,413.0,8,1,1,,,,,1
FA0003433,SUSHI PALACE III,COMMACK,11725.0,2025-05-08 18:34:00,22,12,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,,,,,1
FA0003434,JASON'S FOOD SERVICE GROUP & CATERING,HAUPPAUGE,11788.0,2024-07-17 15:13:00,10,7,4,1,1,0,0,1,0,0,0,0.0,-1.0,7,2,1,86.0,74.0,80.0,0.01,0
FA0003434,JASON'S FOOD SERVICE GROUP & CATERING,HAUPPAUGE,11788.0,2025-12-05 16:50:00,16,7,4,1,0,0,0,1,1,10,7,10.0,506.0,12,4,0,,,,,0
FA0003435,BIG BELLY QUE,SMITHTOWN,11787.0,2024-11-01 20:20:00,9,4,6,1,1,0,0,1,0,0,0,0.0,-1.0,11,4,0,75.0,54.0,64.5,0.0,0
FA0003436,FATTUSCO'S PIZZERIA,FORT SALONGA,11768.0,2024-07-23 20:57:00,17,14,6,1,1,0,0,1,0,0,0,0.0,-1.0,7,1,1,81.0,72.0,76.5,0.54,1
FA0003438,SZECHUAN HOUSE,EAST NORTHPORT,11731.0,2024-05-16 18:45:00,15,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,62.0,57.0,59.5,0.27,0
FA0003438,SZECHUAN HOUSE,EAST NORTHPORT,11731.0,2025-05-19 16:44:00,4,1,3,1,0,0,0,1,1,15,8,15.0,367.0,5,0,0,,,,,0
FA0003439,HISPANO AMERICANO RESTAURANT,COPIAGUE,11726.0,2024-08-28 16:55:00,8,3,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,91.0,72.0,81.5,0.0,0
FA0003439,HISPANO AMERICANO RESTAURANT,COPIAGUE,11726.0,2025-10-31 19:39:00,19,8,6,1,1,0,0,1,1,8,3,8.0,429.0,10,4,0,,,,,1
FA0003439,HISPANO AMERICANO RESTAURANT,COPIAGUE,11726.0,2025-12-05 17:29:00,13,4,5,1,1,0,0,1,2,27,11,13.5,34.0,12,4,0,,,,,0
FA0003440,SUBWAY,COPIAGUE,11726.0,2024-01-29 16:32:00,2,0,2,0,1,0,0,0,0,0,0,0.0,-1.0,1,0,0,40.0,34.0,37.0,0.11,0
FA0003440,SUBWAY,COPIAGUE,11726.0,2025-03-25 15:42:00,6,4,3,1,0,0,0,0,1,2,0,2.0,420.0,3,1,0,,,,,0
FA0003441,STUFF A BAGEL,FARMINGDALE,11735.0,2024-02-07 16:12:00,9,6,4,1,0,0,0,1,0,0,0,0.0,-1.0,2,2,0,47.0,22.0,34.5,0.0,0
FA0003441,STUFF A BAGEL,FARMINGDALE,11735.0,2025-01-15 16:35:00,10,4,2,0,0,0,0,1,1,9,6,9.0,343.0,1,2,0,,,,,0
FA0003442,CROWN CHICKEN AND PIZZA,COPIAGUE,11726.0,2024-11-08 22:32:00,14,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,11,4,0,69.0,37.0,53.0,0.0,0
FA0003443,MULBERRY STREET OF BABYLON,BABYLON,11702.0,2024-10-09 15:57:00,11,7,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,70.0,46.0,58.0,0.0,0
FA0003443,MULBERRY STREET,BABYLON,11702.0,2025-02-06 05:00:00,17,13,4,1,1,0,0,1,1,11,7,11.0,119.0,2,3,0,,,,,1
FA0003444,HILTON LONG ISLAND,MELVILLE,11747.0,2024-09-20 18:43:00,26,15,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,4,0,77.0,66.0,71.5,0.0,1
FA0003444,HILTON LONG ISLAND,MELVILLE,11747.0,2025-12-12 18:19:00,33,15,6,1,1,0,0,1,1,26,15,26.0,447.0,12,4,0,,,,,1
FA0003445,PRINCESS CAFE I,MELVILLE,11747.0,2024-05-15 14:17:00,7,4,4,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,62.0,57.0,59.5,1.34,0
FA0003445,PRINCESS CAFE I,MELVILLE,11747.0,2025-05-29 17:02:00,19,8,6,1,1,0,0,1,1,7,4,7.0,379.0,5,3,0,,,,,1
FA0003447,FELICO'S PIZZA SHACK,FARMINGDALE,11735.0,2024-11-13 16:05:00,11,5,5,1,0,0,0,1,0,0,0,0.0,-1.0,11,2,0,48.0,29.0,38.5,0.0,0
FA0003448,HAMPTON INN,COMMACK,11725.0,2024-01-22 17:51:00,13,5,5,1,1,0,0,1,0,0,0,0.0,-1.0,1,0,0,36.0,15.0,25.5,0.0,0
FA0003448,HAMPTON INN,COMMACK,11725.0,2025-07-16 15:09:00,12,4,5,1,1,0,0,1,1,13,5,13.0,540.0,7,2,1,,,,,0
FA0003449,COMALAPA RESTAURANT,BRENTWOOD,11717.0,2024-07-16 16:32:00,21,10,8,1,1,1,0,1,0,0,0,0.0,-1.0,7,1,1,92.0,74.0,83.0,0.0,1
FA0003449,COMALAPA RESTAURANT,BRENTWOOD,11717.0,2025-12-18 19:05:00,26,15,6,1,1,0,0,1,1,21,10,21.0,520.0,12,3,0,,,,,1
FA0003450,BDD ELIZABETH CAFETERIA,MELVILLE,11747.0,2024-08-14 18:51:00,16,10,5,1,0,0,0,1,0,0,0,0.0,-1.0,8,2,1,86.0,63.0,74.5,0.0,0
FA0003450,BDD ELIZABETH CAFETERIA,MELVILLE,11747.0,2025-10-24 14:35:00,15,7,5,1,1,0,0,1,1,16,10,16.0,435.0,10,4,0,,,,,0
FA0003451,TACO BELL #28508,EAST NORTHPORT,11731.0,2024-06-27 16:24:00,5,4,3,1,1,0,0,1,0,0,0,0.0,-1.0,6,3,1,84.0,66.0,75.0,0.55,0
FA0003451,TACO BELL #28508,EAST NORTHPORT,11731.0,2025-07-21 19:54:00,8,3,5,1,1,0,0,1,1,5,4,5.0,389.0,7,0,1,,,,,0
FA0003452,SHAHS HALAL FOOD,RIVERHEAD,11901.0,2024-01-31 22:00:00,10,3,4,1,0,0,0,1,0,0,0,0.0,-1.0,1,2,0,38.0,32.0,35.0,0.0,0
FA0003452,SHAHS HALAL FOOD,RIVERHEAD,11901.0,2025-03-26 16:39:00,11,5,5,1,1,0,0,1,1,10,3,10.0,419.0,3,2,0,,,,,0
FA0003453,SBARRO,BAY SHORE,11706.0,2024-04-05 16:49:00,10,7,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,4,0,51.0,34.0,42.5,0.0,0
FA0003453,SBARRO,BAY SHORE,11706.0,2025-03-19 18:19:00,9,4,3,0,1,0,0,1,1,10,7,10.0,348.0,3,2,0,,,,,0
FA0003454,LITTLE CAESAR'S,CENTRAL ISLIP,11722.0,2024-06-11 16:45:00,9,3,4,0,1,0,0,1,0,0,0,0.0,-1.0,6,1,1,76.0,56.0,66.0,0.0,0
FA0003454,LITTLE CAESAR'S,CENTRAL ISLIP,11722.0,2025-08-05 18:36:00,8,6,5,1,1,0,0,1,1,9,3,9.0,420.0,8,1,1,,,,,0
FA0003455,CAFFEITALIA,DEER PARK,11729.0,2024-08-21 14:37:00,3,2,3,1,1,0,0,0,0,0,0,0.0,-1.0,8,2,1,75.0,53.0,64.0,0.0,0
FA0003455,CAFFEITALIA,DEER PARK,11729.0,2025-11-19 15:21:00,4,0,3,0,0,0,0,1,1,3,2,3.0,455.0,11,2,0,,,,,0
FA0003456,JACK JACK'S COFFEE CAFE,BABYLON,11702.0,2024-10-22 13:34:00,10,6,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,1,0,82.0,53.0,67.5,0.0,0
FA0003456,JACK JACK'S COFFEE CAFE,BABYLON,11702.0,2025-02-10 21:06:00,9,2,5,1,1,0,0,1,1,10,6,10.0,111.0,2,0,0,,,,,0
FA0003457,TCBY,EAST NORTHPORT,11731.0,2024-06-27 16:54:00,2,1,2,0,0,0,0,1,0,0,0,0.0,-1.0,6,3,1,84.0,66.0,75.0,0.55,0
FA0003457,TCBY,EAST NORTHPORT,11731.0,2025-04-22 13:10:00,6,5,5,1,1,0,0,1,1,2,1,2.0,298.0,4,1,0,,,,,0
FA0003458,VILLAGE BAGEL,HUNTINGTON,11743.0,2024-05-09 15:53:00,13,11,4,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,68.0,52.0,60.0,0.0,0
FA0003458,VILLAGE BAGEL,HUNTINGTON,11743.0,2025-04-16 17:11:00,14,9,5,1,1,0,0,1,1,13,11,13.0,342.0,4,2,0,,,,,0
FA0003459,PANERA BREAD,RONKONKOMA,11779.0,2024-07-05 14:03:00,3,2,3,0,1,0,0,1,0,0,0,0.0,-1.0,7,4,1,82.0,73.0,77.5,0.17,0
FA0003459,PANERA BREAD,RONKONKOMA,11779.0,2025-07-02 13:49:00,3,2,3,0,1,0,0,1,1,3,2,3.0,361.0,7,2,1,,,,,0
FA0003460,PIZZA RITA,GREENPORT,11944.0,2025-10-17 19:04:00,5,1,5,0,1,0,0,1,0,0,0,0.0,-1.0,10,4,0,,,,,0
FA0003461,THE AMERICAN STANDARD,BAY SHORE,11706.0,2024-08-22 19:46:00,11,8,6,1,1,0,0,1,0,0,0,0.0,-1.0,8,3,1,78.0,53.0,65.5,0.0,0
FA0003461,DARK HORSE TAVERN BAY SHORE,BAY SHORE,11706.0,2025-04-15 19:49:00,18,8,5,1,1,0,0,1,1,11,8,11.0,236.0,4,1,0,,,,,1
FA0003467,BITTERMANS BBQ,WEST BABYLON,11704.0,2024-09-17 17:49:00,1,1,1,0,1,0,0,0,0,0,0,0.0,-1.0,9,1,0,79.0,60.0,69.5,0.0,0
FA0003468,KILWINS CHOCOLATES & ICE CREAM,PATCHOGUE,11772.0,2024-08-07 20:08:00,6,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,70.0,66.0,68.0,0.07,0
FA0003468,KILWINS PATCHOGUE,PATCHOGUE,11772.0,2025-07-10 18:05:00,5,2,3,0,1,0,0,1,1,6,4,6.0,336.0,7,3,1,,,,,0
FA0003472,MAMA LUCIA'S PIZZERIA & REST.,HUNTINGTON STATION,11746.0,2024-01-31 21:34:00,15,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,1,2,0,38.0,32.0,35.0,0.0,0
FA0003473,DUNKIN,HUNTINGTON STATION,11746.0,2025-03-21 18:01:00,15,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,3,4,0,,,,,0
FA0003473,DUNKIN DONUTS/BASKIN ROBBINS,HUNTINGTON STATION,11746.0,2025-12-03 17:10:00,10,3,4,1,1,0,0,1,1,15,9,15.0,256.0,12,2,0,,,,,0
FA0003474,DIX HILLS ICE RINK SNACK BAR,HUNTINGTON STATION,11746.0,2024-01-04 17:35:00,8,4,3,1,1,0,0,1,0,0,0,0.0,-1.0,1,3,0,44.0,29.0,36.5,0.0,0
FA0003474,DIX HILLS ICE RINK SNACK BAR,HUNTINGTON STATION,11746.0,2025-12-22 15:48:00,12,7,4,1,1,0,0,1,1,8,4,8.0,717.0,12,0,0,,,,,0
FA0003475,SMOKE BARN OF PERU,HUNTINGTON STATION,11746.0,2024-03-21 20:20:00,18,10,7,1,1,0,0,1,0,0,0,0.0,-1.0,3,3,0,42.0,29.0,35.5,0.0,1
FA0003476,KILWINS OF HUNTINGTON,HUNTINGTON,11743.0,2024-01-24 18:37:00,9,5,4,0,1,0,0,1,0,0,0,0.0,-1.0,1,2,0,50.0,35.0,42.5,0.02,0
FA0003476,KILWINS OF HUNTINGTON,HUNTINGTON,11743.0,2025-07-15 20:21:00,9,3,4,0,1,0,0,1,1,9,5,9.0,538.0,7,1,1,,,,,0
FA0003477,EL TRIUNFO TAVERNA,HUNTINGTON STATION,11746.0,2024-04-16 20:39:00,9,2,4,1,1,0,0,1,0,0,0,0.0,-1.0,4,1,0,70.0,44.0,57.0,0.0,0
FA0003477,AMIGOS TAVERN,HUNTINGTON STATION,11746.0,2025-09-26 20:09:00,15,4,5,0,1,0,0,1,1,9,2,9.0,527.0,9,4,0,,,,,0
FA0003477,AMIGOS TAVERN,HUNTINGTON STATION,11746.0,2025-11-14 19:58:00,5,1,2,0,1,0,0,0,2,24,6,12.0,48.0,11,4,0,,,,,0
FA0003478,POPEYE'S HUNTINGTON,HUNTINGTON,11743.0,2024-02-26 19:01:00,3,1,3,0,1,0,0,0,0,0,0,0.0,-1.0,2,0,0,48.0,32.0,40.0,0.0,0
FA0003478,POPEYE'S HUNTINGTON,HUNTINGTON,11743.0,2025-11-18 14:55:00,4,3,3,1,1,0,0,0,1,3,1,3.0,630.0,11,1,0,,,,,0
FA0003479,BURGER KING,HUNTINGTON,11743.0,2024-08-20 14:58:00,4,1,3,0,0,0,0,1,0,0,0,0.0,-1.0,8,1,1,74.0,55.0,64.5,0.02,0
FA0003479,BURGER KING - STORE #900,HUNTINGTON,11743.0,2025-10-06 14:05:00,2,1,2,0,0,0,0,0,1,4,1,4.0,411.0,10,0,0,,,,,0
FA0003480,SUR ARGENTINIAN STEAKHOUSE,HUNTINGTON,11743.0,2024-09-17 18:56:00,13,10,4,1,1,0,0,1,0,0,0,0.0,-1.0,9,1,0,79.0,60.0,69.5,0.0,0
FA0003480,SUR ARGENTINIAN STEAKHOUSE,HUNTINGTON,11743.0,2025-11-20 21:03:00,21,13,5,1,1,0,0,1,1,13,10,13.0,429.0,11,3,0,,,,,1
FA0003481,CHEFS OF NEW YORK,EAST NORTHPORT,11731.0,2024-03-06 17:36:00,19,14,5,1,1,0,0,1,0,0,0,0.0,-1.0,3,2,0,53.0,46.0,49.5,1.6,1
FA0003481,CHEFS OF NEW YORK,EAST NORTHPORT,11731.0,2025-06-02 18:23:00,12,9,5,1,1,0,0,1,1,19,14,19.0,453.0,6,0,1,,,,,0
FA0003481,CHEFS OF NEW YORK,EAST NORTHPORT,11731.0,2025-07-29 21:14:00,9,9,4,1,1,0,0,1,2,31,23,15.5,57.0,7,1,1,,,,,0
FA0003482,THE GREEK GRILL OF HUNTINGTON,HUNTINGTON,11743.0,2024-02-26 17:17:00,7,3,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,0,0,48.0,32.0,40.0,0.0,0
FA0003482,THE GREEK GRILL,HUNTINGTON,11743.0,2025-02-13 20:21:00,13,9,5,1,1,0,0,1,1,7,3,7.0,353.0,2,3,0,,,,,0
FA0003483,CARVEL #1499,NORTHPORT,11768.0,2024-01-23 15:07:00,4,3,4,0,1,0,0,1,0,0,0,0.0,-1.0,1,1,0,43.0,34.0,38.5,0.0,0
FA0003483,CARVEL #1499,NORTHPORT,11768.0,2025-02-10 21:11:00,6,2,3,0,1,0,0,1,1,4,3,4.0,384.0,2,0,0,,,,,0
FA0003485,CARVEL,HUNTINGTON,11743.0,2024-04-16 20:09:00,6,3,4,0,1,0,0,1,0,0,0,0.0,-1.0,4,1,0,70.0,44.0,57.0,0.0,0
FA0003485,CARVEL,HUNTINGTON,11743.0,2025-09-18 13:44:00,7,3,4,0,1,0,0,1,1,6,3,6.0,519.0,9,3,0,,,,,0
FA0003486,CARVEL,GREENLAWN,11740.0,2024-03-12 19:34:00,9,5,4,1,0,0,0,1,0,0,0,0.0,-1.0,3,1,0,63.0,38.0,50.5,0.0,0
FA0003486,CARVEL 4782,GREENLAWN,11740.0,2025-04-30 04:00:00,19,10,4,0,1,0,0,1,1,9,5,9.0,413.0,4,2,0,,,,,1
FA0003487,LA VILLINI,EAST NORTHPORT,11731.0,2024-02-02 18:29:00,10,6,4,1,0,0,0,1,0,0,0,0.0,-1.0,2,4,0,43.0,37.0,40.0,0.09,0
FA0003488,CENTERPORT YACHT CLUB,CENTERPORT,11721.0,2024-05-29 19:13:00,18,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,78.0,57.0,67.5,0.16,1
FA0003490,NAGS HEAD ALE HOUSE,HUNTINGTON,11743.0,2025-02-05 18:27:00,6,3,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,2,0,,,,,0
FA0003491,CACTUS CAFE,HUNTINGTON,11743.0,2025-02-20 21:15:00,5,4,2,0,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,,,,,0
FA0003492,COLD SPRING COUNTRY CLUB,COLD SPRING HARBOR,11724.0,2024-08-19 17:30:00,18,14,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,0,1,84.0,68.0,76.0,1.14,1
FA0003493,COLD SPRING HARBOR BEACH CLUB,COLD SPRING HARBOR,11724.0,2024-07-15 16:47:00,17,10,6,1,1,0,0,1,0,0,0,0.0,-1.0,7,0,1,88.0,76.0,82.0,,1
FA0003493,COLD SPRING HARBOR BEACH CLUB,COLD SPRING HARBOR,11724.0,2025-07-22 17:55:00,17,7,6,1,1,0,0,1,1,17,10,17.0,372.0,7,1,1,,,,,1
FA0003494,THE COLONY OF HUNTINGTON,HUNTINGTON STATION,11746.0,2024-09-05 19:50:00,7,4,3,1,0,0,0,1,0,0,0,0.0,-1.0,9,3,0,78.0,52.0,65.0,0.0,0
FA0003495,TING,HUNTINGTON,11743.0,2024-10-09 20:00:00,27,13,6,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,70.0,46.0,58.0,0.0,1
FA0003495,KUKU KOREAN CUISINE,HUNTINGTON,11743.0,2025-06-30 14:25:00,7,5,4,1,1,0,0,1,1,27,13,27.0,263.0,6,0,1,,,,,0
FA0003496,VIEW RESTAURANT AT CRAB MEADOW GOLF COURSE,NORTHPORT,11768.0,2024-06-25 16:20:00,13,11,5,1,1,0,0,1,0,0,0,0.0,-1.0,6,1,1,92.0,65.0,78.5,0.0,0
FA0003496,VIEW RESTAURANT AT CRAB MEADOW GOLF COURSE,NORTHPORT,11768.0,2025-08-12 16:21:00,12,6,5,1,1,0,0,1,1,13,11,13.0,413.0,8,1,1,,,,,0
FA0003497,CATCH 25,HUNTINGTON,11743.0,2024-06-05 22:20:00,24,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,6,2,1,78.0,60.0,69.0,0.02,1
FA0003497,CATCH 25,HUNTINGTON,11743.0,2024-08-09 19:58:00,15,8,5,1,1,0,0,1,1,24,9,24.0,64.0,8,4,1,85.0,73.0,79.0,0.17,0
FA0003498,DIRAIMO PIZZERIA,HUNTINGTON,11743.0,2024-10-02 17:59:00,9,6,4,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,69.0,50.0,59.5,0.0,0
FA0003499,DIX HILLS PARK POOL,HUNTINGTON STATION,11746.0,2024-07-11 14:05:00,8,4,3,1,0,0,0,0,0,0,0,0.0,-1.0,7,3,1,86.0,74.0,80.0,0.2,0
FA0003499,DIX HILLS PARK POOL,HUNTINGTON STATION,11746.0,2025-07-21 17:11:00,9,5,5,1,1,0,0,1,1,8,4,8.0,375.0,7,0,1,,,,,0
FA0003500,SHRIMPY'S BURRITO BAR NORTHPORT,NORTHPORT,11768.0,2024-04-11 15:15:00,8,4,6,1,1,0,0,1,0,0,0,0.0,-1.0,4,3,0,59.0,48.0,53.5,0.2,0
FA0003500,SHRIMPY'S BURRITO BAR NORTHPORT,NORTHPORT,11768.0,2025-03-26 15:04:00,11,8,4,1,1,0,0,1,1,8,4,8.0,348.0,3,2,0,,,,,0
FA0003501,DUNKIN,MELVILLE,11747.0,2024-05-29 14:43:00,6,3,4,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,78.0,57.0,67.5,0.16,0
FA0003501,DUNKIN,MELVILLE,11747.0,2025-08-07 19:58:00,8,3,5,1,1,0,0,1,1,6,3,6.0,435.0,8,3,1,,,,,0
FA0003502,J.T. CARRINGTONS,HUNTINGTON,11743.0,2024-10-03 14:21:00,12,6,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,3,0,73.0,50.0,61.5,0.0,0
FA0003502,J.T. CARRINGTONS,HUNTINGTON,11743.0,2025-10-30 04:00:00,11,5,5,0,1,0,0,1,1,12,6,12.0,391.0,10,3,0,,,,,0
FA0003503,NI GREAT WALL KITCHEN,EAST NORTHPORT,11731.0,2024-02-02 21:07:00,17,7,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,4,0,43.0,37.0,40.0,0.09,1
FA0003504,KATIE'S MC IRISH PUB,HUNTINGTON,11743.0,2024-11-22 15:28:00,9,4,4,0,1,0,0,1,0,0,0,0.0,-1.0,11,4,0,46.0,38.0,42.0,0.14,0
FA0003505,BLACKFISH TAVERN,NORTHPORT,11768.0,2025-09-04 20:26:00,5,0,1,0,1,0,0,0,0,0,0,0.0,-1.0,9,3,0,,,,,0
FA0003507,FINNEGANS RESTAURANT,HUNTINGTON,11743.0,2024-04-08 18:34:00,12,7,6,1,1,0,0,1,0,0,0,0.0,-1.0,4,0,0,64.0,36.0,50.0,0.0,0
FA0003507,FINNEGANS RESTAURANT,HUNTINGTON,11743.0,2025-04-23 19:33:00,9,5,4,1,1,0,0,1,1,12,7,12.0,380.0,4,2,0,,,,,0
FA0003508,STATION MEXICAN TACO DELI,HUNTINGTON STATION,11746.0,2024-02-06 23:04:00,30,15,6,1,1,0,0,1,0,0,0,0.0,-1.0,2,1,0,40.0,25.0,32.5,0.0,1
FA0003509,NEXDINE AT ESTEE LAUDER 350,MELVILLE,11747.0,2024-02-26 16:30:00,8,4,4,1,1,0,0,0,0,0,0,0.0,-1.0,2,0,0,48.0,32.0,40.0,0.0,0
FA0003509,NEXDINE AT ESTEE LAUDER 350,MELVILLE,11747.0,2025-05-02 16:38:00,10,4,5,1,1,0,0,1,1,8,4,8.0,431.0,5,4,0,,,,,0
FA0003510,DUNKIN,HUNTINGTON,11743.0,2024-02-29 16:22:00,8,5,4,0,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,44.0,30.0,37.0,0.02,0
FA0003510,DUNKIN,HUNTINGTON,11743.0,2025-10-29 16:33:00,8,6,4,0,1,0,0,1,1,8,5,8.0,608.0,10,2,0,,,,,0
FA0003511,SAFIRO BAR,HUNTINGTON STATION,11746.0,2024-04-12 16:45:00,12,4,4,0,1,0,0,1,0,0,0,0.0,-1.0,4,4,0,61.0,51.0,56.0,0.73,0
FA0003512,GINO'S OF NORTHPORT,NORTHPORT,11768.0,2024-10-24 17:17:00,19,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,10,3,0,71.0,54.0,62.5,0.01,1
FA0003512,GINO'S OF NORTHPORT,NORTHPORT,11768.0,2025-11-12 21:28:00,25,19,5,1,1,0,0,1,1,19,9,19.0,384.0,11,2,0,,,,,1
FA0003514,AKI JAPANESE CUISINE,EAST NORTHPORT,11731.0,2024-01-04 18:17:00,22,11,4,1,1,0,0,1,0,0,0,0.0,-1.0,1,3,0,44.0,29.0,36.5,0.0,1
FA0003515,GOLDEN GLOBE,HUNTINGTON,11743.0,2024-02-23 05:00:00,21,10,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,4,0,47.0,38.0,42.5,0.13,1
FA0003515,GOLDEN GLOBE,HUNTINGTON,11743.0,2025-03-31 19:56:00,36,20,5,1,1,0,0,1,1,21,10,21.0,402.0,3,0,0,,,,,1
FA0003516,NEW GREEN JADE,GREENLAWN,11740.0,2024-06-25 15:38:00,13,8,5,0,1,0,0,1,0,0,0,0.0,-1.0,6,1,1,92.0,65.0,78.5,0.0,0
FA0003517,GUNTHER'S TAP ROOM,NORTHPORT,11768.0,2024-05-15 20:13:00,10,2,3,0,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,62.0,57.0,59.5,1.34,0
FA0003518,ADVENTURELAND,FARMINGDALE,11735.0,2024-07-03 19:08:00,4,2,3,1,0,0,0,0,0,0,0,0.0,-1.0,7,2,1,80.0,59.0,69.5,0.0,0
FA0003519,815 CAFE,FARMINGDALE,11735.0,2024-08-14 15:00:00,8,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,86.0,63.0,74.5,0.0,0
FA0003520,THE LOCAL,BABYLON,11702.0,2024-06-18 18:40:00,14,8,6,1,1,0,0,1,0,0,0,0.0,-1.0,6,1,1,80.0,71.0,75.5,0.0,0
FA0003521,THE ONE SUSHI,AMITYVILLE,11701.0,2025-01-06 20:51:00,12,8,6,1,1,0,0,1,0,0,0,0.0,-1.0,1,0,0,,,,,0
FA0003522,POPEYES,DEER PARK,11729.0,2024-10-15 18:39:00,5,1,3,0,1,0,0,1,0,0,0,0.0,-1.0,10,1,0,60.0,39.0,49.5,0.0,0
FA0003523,TACO BELL #2615,AMITYVILLE,11701.0,2024-10-30 14:29:00,2,2,2,0,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,69.0,56.0,62.5,0.0,0
FA0003523,TACO BELL #2615,AMITYVILLE,11701.0,2025-11-20 15:55:00,6,4,4,1,1,0,0,1,1,2,2,2.0,386.0,11,3,0,,,,,0
FA0003523,TACO BELL #2615,AMITYVILLE,11701.0,2025-12-17 16:36:00,2,2,2,1,1,0,0,0,2,8,6,4.0,27.0,12,2,0,,,,,0
FA0003524,CHICKEN TONIGHT,LINDENHURST,11757.0,2024-05-14 20:12:00,25,12,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,1,0,66.0,52.0,59.0,0.0,1
FA0003524,CHICKEN TONIGHT,LINDENHURST,11757.0,2025-06-10 20:16:00,20,10,5,1,1,0,0,1,1,25,12,25.0,392.0,6,1,1,,,,,1
FA0003524,CHICKEN TONIGHT,LINDENHURST,11757.0,2025-12-01 20:11:00,17,8,5,1,1,0,0,1,2,45,22,22.5,173.0,12,0,0,,,,,1
FA0003525,BABYLON FISH & CLAM,BABYLON,11702.0,2024-09-03 16:41:00,15,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,1,0,74.0,51.0,62.5,0.0,0
FA0003525,BABYLON FISH & CLAM,BABYLON,11702.0,2025-11-20 19:41:00,14,4,5,1,1,0,0,1,1,15,4,15.0,443.0,11,3,0,,,,,0
